history_date,security_band,asteroid_volume_mined,gas_volume_mined,ice_volume_mined,moon_volume_mined,asteroid_volume_wasted,gas_volume_wasted,ice_volume_wasted,moon_volume_wasted
2024-12-31,Null Sec,880302798.15,5363650.0,355201000.0,574244860.0,81209683.0,606680.0,67652000.0,16204190.0
2024-12-31,Pochven,3898672.0,0.0,0.0,0.0,1458584.0,0.0,0.0,0.0
2024-12-31,Wormhole,94318460.0,23994594.0,7995000.0,419940.0,35156747.5,4433188.0,1865000.0,95850.0
2025-01-01,High Sec,1089899908.3,1749610.0,973465000.0,838179840.0,270434511.4,148940.0,128326000.0,121237940.0
2025-01-01,Low Sec,138763494.0,3798380.0,71698000.0,8990350.0,41186045.2,403330.0,2909000.0,560190.0
2025-01-01,Null Sec,916476727.55,3961910.0,348493000.0,663802690.0,78326760.25,464400.0,57372000.0,25475600.0
2025-01-01,Pochven,14844888.0,0.0,0.0,0.0,6306688.0,0.0,0.0,0.0
2025-01-01,Wormhole,138954342.0,26724576.0,5245000.0,4340590.0,51042154.5,4371229.0,854000.0,2047890.0
2025-01-02,High Sec,1167313127.4,1826370.0,992696000.0,737649830.0,280162197.3,118720.0,120895000.0,139009170.0
2025-01-02,Low Sec,87918578.55,3782370.0,93331000.0,26170860.0,24225139.4,511010.0,1754000.0,766970.0
2025-01-02,Null Sec,1048277382.2,3561480.0,422517000.0,813931680.0,86728562.3,437550.0,91018000.0,28914730.0
2025-01-02,Pochven,19515896.0,0.0,0.0,1412950.0,7672320.0,0.0,0.0,2620.0
2025-01-02,Wormhole,130877388.8,27771739.0,757000.0,867860.0,47928534.8,4752890.0,232000.0,263000.0
2025-01-03,High Sec,1141213012.0,1668570.0,988644000.0,761594980.0,266744516.0,123400.0,119591000.0,156502740.0
2025-01-03,Low Sec,84203309.45,4294630.0,92733000.0,36497610.0,22794947.4,512170.0,2816000.0,1899000.0
2025-01-03,Null Sec,1082207249.95,3460000.0,407703000.0,999878590.0,119150353.55,337170.0,79407000.0,49125720.0
2025-01-03,Pochven,12192168.0,0.0,0.0,1905840.0,5777328.0,0.0,0.0,1710.0
2025-01-03,Wormhole,170800084.9,26536813.0,939000.0,4065300.0,61675084.7,4734726.0,246000.0,1221030.0
2025-01-04,High Sec,1167082169.65,1874400.0,954730000.0,966678330.0,271686885.85,147560.0,116720000.0,162800840.0
2025-01-04,Low Sec,120267880.0,4174290.0,79426000.0,13272590.0,20337162.0,415040.0,1783000.0,2022210.0
2025-01-04,Null Sec,1004210985.95,3929920.0,412131000.0,1355516120.0,98138622.7,305570.0,78271000.0,72039810.0
2025-01-04,Pochven,25838072.0,0.0,0.0,1374750.0,10499064.0,0.0,0.0,8120.0
2025-01-04,Wormhole,166871275.4,28197282.0,4728000.0,8686380.0,56515067.5,5344587.0,895000.0,1752930.0
2025-01-05,High Sec,1227391901.95,2116490.0,962368000.0,858463460.0,289716594.05,169490.0,119509000.0,142038310.0
2025-01-05,Low Sec,124178928.0,4522790.0,93800000.0,5207000.0,35542769.8,487300.0,3274000.0,368710.0
2025-01-05,Null Sec,1087137646.4,5095260.0,502003000.0,1075227080.0,87080703.05,472190.0,90499000.0,52867320.0
2025-01-05,Pochven,26429952.0,0.0,0.0,1816900.0,11974024.0,0.0,0.0,2810.0
2025-01-05,Wormhole,149675677.5,28353186.0,2113000.0,10402820.0,45666220.4,5220381.0,632000.0,3725120.0
2025-01-06,High Sec,1006151699.75,1711550.0,917845000.0,751419120.0,235541288.5,125760.0,124647000.0,132537140.0
2025-01-06,Low Sec,151230161.7,4405200.0,78857000.0,40206370.0,35816665.05,433410.0,1576000.0,99600.0
2025-01-06,Null Sec,1000853921.05,3892100.0,390794000.0,692796000.0,103555102.6,544320.0,72353000.0,35999140.0
2025-01-06,Pochven,11927272.0,0.0,0.0,85030.0,4561264.0,0.0,0.0,0.0
2025-01-06,Wormhole,108319049.1,25864344.0,581000.0,1690550.0,40733081.2,5007880.0,192000.0,266710.0
2025-01-07,High Sec,984847460.55,1610970.0,833237000.0,692403830.0,235867201.5,87880.0,123031000.0,119827000.0
2025-01-07,Low Sec,106110320.1,4397870.0,40637000.0,6161710.0,32862699.8,458410.0,1959000.0,429260.0
2025-01-07,Null Sec,911526277.65,3954490.0,374608000.0,996633670.0,94629006.5,399520.0,69964000.0,37314510.0
2025-01-07,Pochven,25611744.0,0.0,0.0,0.0,9599240.0,0.0,0.0,0.0
2025-01-07,Wormhole,139899300.2,23714338.0,1982000.0,7215030.0,54678513.8,4431614.0,379000.0,4063850.0
2025-01-08,High Sec,1105496364.5,1889740.0,779013000.0,740113860.0,259113086.4,121510.0,128325000.0,132860580.0
2025-01-08,Low Sec,89167118.45,5091800.0,7162000.0,2205730.0,20203825.4,560490.0,1499000.0,199990.0
2025-01-08,Null Sec,897771844.75,4828160.0,323320000.0,947189150.0,90418863.3,424080.0,64998000.0,47197450.0
2025-01-08,Pochven,21711056.0,0.0,0.0,0.0,5244744.0,0.0,0.0,0.0
2025-01-08,Wormhole,137665396.7,22770045.0,1232000.0,3748700.0,48175952.0,4633656.0,399000.0,1647880.0
2025-01-09,High Sec,1093897479.3,2342950.0,759409000.0,792637990.0,266706429.05,147240.0,123114000.0,142272310.0
2025-01-09,Low Sec,123021006.9,4731570.0,4921000.0,31198660.0,25377088.9,561330.0,1382000.0,869070.0
2025-01-09,Null Sec,994114599.85,4878940.0,416332000.0,977384880.0,87573350.35,460830.0,86744000.0,45470220.0
2025-01-09,Pochven,28771528.0,0.0,0.0,0.0,9830696.0,0.0,0.0,0.0
2025-01-09,Wormhole,109666480.0,22401361.0,1709000.0,4128410.0,40453228.3,4153047.0,301000.0,505680.0
2025-01-10,High Sec,1120013151.45,2333400.0,764942000.0,880501730.0,251135885.95,144090.0,121958000.0,148155160.0
2025-01-10,Low Sec,134293214.95,5760020.0,4575000.0,28235750.0,34924163.8,683510.0,1311000.0,347750.0
2025-01-10,Null Sec,1069181412.7,4774960.0,386355000.0,1302218980.0,115366236.7,499580.0,60362000.0,32172400.0
2025-01-10,Pochven,30517272.0,0.0,0.0,0.0,9839264.0,0.0,0.0,0.0
2025-01-10,Wormhole,134929590.1,24582651.0,777000.0,4237400.0,49492317.3,4428847.0,267000.0,1355760.0
2025-01-11,High Sec,1227741683.8,2196940.0,779083000.0,1112964250.0,283851708.95,124090.0,119452000.0,163058060.0
2025-01-11,Low Sec,120646672.7,5509850.0,6943000.0,23159830.0,28258465.7,686350.0,1916000.0,2092510.0
2025-01-11,Null Sec,1010262267.65,5323300.0,440329000.0,1587507950.0,98672876.4,495210.0,66697000.0,65998190.0
2025-01-11,Pochven,18613680.0,0.0,0.0,0.0,4058960.0,0.0,0.0,0.0
2025-01-11,Wormhole,162194777.3,28283018.0,2337000.0,19120550.0,54691233.7,5786277.0,634000.0,1218670.0
2025-01-12,High Sec,1394923046.65,1884510.0,798456000.0,882572660.0,320144234.65,134620.0,123658000.0,164433020.0
2025-01-12,Low Sec,112050746.9,5417930.0,6258000.0,28114420.0,29017156.1,644740.0,891000.0,1169200.0
2025-01-12,Null Sec,1180305960.25,5059030.0,442539000.0,1034964140.0,92974476.9,437960.0,73280000.0,54193560.0
2025-01-12,Pochven,22156056.0,0.0,0.0,0.0,9486176.0,0.0,0.0,0.0
